Name,Tooltip,Menu level1,Menu level 2,Indicator url,Download,ddf_id,Scale
"Improved water source, rural access (%)","The percentage of the rural population who use any of the following types of water supply for drinking: piped water into dwelling, plot or yard; public tap/standpipe; borehole/tube well; protected dug well; protected spring; rainwater collection and bottled water (if a secondary available source is also improved). It does not include unprotected well, unprotected spring, water provided by carts with small tanks/drums, tanker truck-provided water and bottled water (if secondary source is not an improved source) or surface water taken directly from rivers, ponds, streams, lakes, dams, or irrigation channels. ",Infrastructure,Water,https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdFhhVzhXUEh0U0hlQ3M3TTZIQTFySUE,Download indicator to excel,improved_water_source_rural_access_percent,lin
"Population aged 0-4 years, both sexes (%)",Number of both sexes aged 0-4 years divided by total population,Population,Both sexes by age (%),http://spreadsheets.google.com/pub?key=rsOONWhmGBtzb4j__0MJv7Q,Download indicator to excel,population_aged_0_4_years_both_sexes_percent,lin
"Population aged 5-9 years, both sexes (%)",Number of both sexes aged 5-9 years divided by total population,Population,Both sexes by age (%),http://spreadsheets.google.com/pub?key=rC5UskPU6PRVlmN7eXoridw,Download indicator to excel,population_aged_5_9_years_both_sexes_percent,lin
"Population aged 10-14 years, both sexes (%)",Number of both sexes aged 10-14 years divided by total population,Population,Both sexes by age (%),http://spreadsheets.google.com/pub?key=rmViJSkPd4xZneV2Q6gzFwQ,Download indicator to excel,population_aged_10_14_years_both_sexes_percent,lin
"Population aged 15-19 years, both sexes (%)",Number of both sexes aged 15-19 years divided by total population,Population,Both sexes by age (%),http://spreadsheets.google.com/pub?key=r4VUu4a4AaWqXXoAsFz-z-Q,Download indicator to excel,population_aged_15_19_years_both_sexes_percent,lin
"Population aged 20-39 years, both sexes (%)",Number of both sexes aged 20-39 years divided by total population,Population,Both sexes by age (%),http://spreadsheets.google.com/pub?key=rTU20DXn0Bi7bTwW5T6J3gg,Download indicator to excel,population_aged_20_39_years_both_sexes_percent,lin
"Population aged 40-59 years, both sexes (%)",Number of both sexes aged 40-59 years divided by total population,Population,Both sexes by age (%),http://spreadsheets.google.com/pub?key=rLwpdKbW2OykBbvVxhYKrhA,Download indicator to excel,population_aged_40_59_years_both_sexes_percent,lin
"Population aged 60+ years, both sexes (%)",Number of both sexes aged above 60 years divided by total population,Population,Both sexes by age (%),http://spreadsheets.google.com/pub?key=rH6TEe8f_WNq_8x9pWZ3W0A,Download indicator to excel,population_aged_60plus_years_both_sexes_percent,lin
Population aged 0-4 years (total number),Total number of people aged 0-4 years,Population,Both sexes by age (total),http://spreadsheets.google.com/pub?key=rovrK0Uj9JPN95P9adob0tw,Download indicator to excel,population_aged_0_4_years_total_number,lin
Population aged 5-9 years (total number),Total number of people aged 5-9 years,Population,Both sexes by age (total),http://spreadsheets.google.com/pub?key=r83X3yfjC6ENYWoo41yDehg,Download indicator to excel,population_aged_5_9_years_total_number,lin
Population aged 10-14 years (total number),Total number of people aged 10-14 years,Population,Both sexes by age (total),http://spreadsheets.google.com/pub?key=r9ztOSMb5WNHUBLwlgJqPSw,Download indicator to excel,population_aged_10_14_years_total_number,lin
Population aged 15-19 years (total number),Total number of people aged 15-19 years,Population,Both sexes by age (total),http://spreadsheets.google.com/pub?key=rFmJvuotJYE30q4nWEvpGJA,Download indicator to excel,population_aged_15_19_years_total_number,lin
Population aged 20-39 years (total number),Total number of people aged 20-39 years,Population,Both sexes by age (total),http://spreadsheets.google.com/pub?key=rHrin819tHgZudARnpsN0Mg,Download indicator to excel,population_aged_20_39_years_total_number,lin
Population aged 40-59 years (total number),Total number of people aged 40-59 years,Population,Both sexes by age (total),http://spreadsheets.google.com/pub?key=ri9SXMNc7TpebHucmAYepGQ,Download indicator to excel,population_aged_40_59_years_total_number,lin
Population aged 60+ years (total number),Total number of people aged above 60 years,Population,Both sexes by age (total),http://spreadsheets.google.com/pub?key=rVD6A2uAmeIE0BQNW1KSg3A,Download indicator to excel,population_aged_60plus_years_total_number,lin
"Population aged 0-4 years, female (%)",Number of women aged 0-4 years divided by total number of women,Population,Female by age (%),http://spreadsheets.google.com/pub?key=roLpNPQkooNCFzpTWXQ48Dw,Download indicator to excel,population_aged_0_4_years_female_percent,lin
"Population aged 5-9 years, female (%)",Number of women aged 5-9 years divided by total number of women,Population,Female by age (%),http://spreadsheets.google.com/pub?key=re3efChATTYAT5bRqoaChXA,Download indicator to excel,population_aged_5_9_years_female_percent,lin
"Population aged 10-14 years, female (%)",Number of women aged 10-14 years divided by total number of women,Population,Female by age (%),http://spreadsheets.google.com/pub?key=rJwVmwTFzheqVUzYWwSqXlA,Download indicator to excel,population_aged_10_14_years_female_percent,lin
"Population aged 15-19 years, female (%)",Number of women aged 15-19 years divided by total number of women,Population,Female by age (%),http://spreadsheets.google.com/pub?key=rYEHWlJHaLjHtcsSpRRJeig,Download indicator to excel,population_aged_15_19_years_female_percent,lin
"Population aged 20-39 years, female (%)",Number of women aged 20-39 years divided by total number of women,Population,Female by age (%),http://spreadsheets.google.com/pub?key=rWpQHQIQdntj6BEK8OIuWYw,Download indicator to excel,population_aged_20_39_years_female_percent,lin
"Population aged 40-59 years, female (%)",Number of women aged 40-59 years divided by total number of women,Population,Female by age (%),http://spreadsheets.google.com/pub?key=rElErbmOnSM6om03a1uinKQ,Download indicator to excel,population_aged_40_59_years_female_percent,lin
"Population aged 60+ years, female (%)",Number of women aged above 60 years divided by total number of women,Population,Female by age (%),http://spreadsheets.google.com/pub?key=rjhBvpeRgCxBq0EnQVN6b0w,Download indicator to excel,population_aged_60plus_years_female_percent,lin
"Population aged 0-4 years, male (%)",Number of men aged 0-4 years divided by total number of men,Population,Male by age (%),http://spreadsheets.google.com/pub?key=rIpDsoI9lVTCh_PRqm66Tcw,Download indicator to excel,population_aged_0_4_years_male_percent,lin
"Population aged 5-9 years, male (%)",Number of men aged 5-9 years divided by total number of men,Population,Male by age (%),http://spreadsheets.google.com/pub?key=rgyZrNmSfXcPJQxJK7IxnEw,Download indicator to excel,population_aged_5_9_years_male_percent,lin
"Population aged 10-14 years, male (%)",Number of men aged 10-14 years divided by total number of men,Population,Male by age (%),http://spreadsheets.google.com/pub?key=rmQZ_H88rIhF3315QBZpcIQ,Download indicator to excel,population_aged_10_14_years_male_percent,lin
"Population aged 15-19 years, male (%)",Number of men aged 15-19 years divided by total number of men,Population,Male by age (%),http://spreadsheets.google.com/pub?key=rYfw4UJZSizLRtgDs73d5jA,Download indicator to excel,population_aged_15_19_years_male_percent,lin
"Population aged 20-39 years, male (%)",Number of men aged 20-39 years divided by total number of men,Population,Male by age (%),http://spreadsheets.google.com/pub?key=rab1GmqpzJkWd4MF0hieVgA,Download indicator to excel,population_aged_20_39_years_male_percent,lin
"Population aged 40-59 years, male (%)",Number of men aged 40-59 years divided by total number of men,Population,Male by age (%),http://spreadsheets.google.com/pub?key=rcQkob1yAm-to1scz51flgw,Download indicator to excel,population_aged_40_59_years_male_percent,lin
"Population aged 60+ years, male (%)",Number of men aged above 60 years divided by total number of men,Population,Male by age (%),http://spreadsheets.google.com/pub?key=rSkhGgUVN74knEhSAhBSSKA,Download indicator to excel,population_aged_60plus_years_male_percent,lin
Population growth (annual %),Annual de facto population growth rate.,Population,Population growth,https://docs.google.com/spreadsheet/pub?key=0AkBd6lyS3EmpdFY5Z0QzTzRRbzJ1VXdqdGVyNE0tcFE,Download indicator to excel,population_growth_annual_percent,lin
"Crude birth rate (births per 1,000 population)","The average number of births among 1,000 population during the given year (data after 2010 is based on the medium estimates from UN population division).",Population,Population growth,http://spreadsheets.google.com/pub?key=tUSeGJOQhafugwUvHvY-wLA,Download indicator to excel,crude_birth_rate_births_per_1000_population,lin
"Crude death rate (deaths per 1,000 population)","The average number of deaths among 1,000 population during the given year (data after 2010 is based on the medium estimates from UN population division).",Population,Population growth,http://spreadsheets.google.com/pub?key=tHyj-2jRvK3CCNJOc5Vm-HQ,Download indicator to excel,crude_death_rate_deaths_per_1000_population,lin
"Teen fertility rate (births per 1,000 women ages 15-19)","The number of births per 1,000 women ages 15-19. ",Population,Population growth,http://spreadsheets.google.com/pub?key=pyj6tScZqmEdIphYUHxcdLg,Download indicator to excel,teen_fertility_rate_births_per_1000_women_ages_15_19,lin
"New births (total number, estimated)","Total number of estimated new births during the given year, based on the crude birth rate data from UN Population Division and the population data from Gapminder Foundation.",Population,Population growth,https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdERQeFplM2VWczVrMTFfMXVrQkJpVXc,Download indicator to excel,new_births_total_number_estimated,log
Sex ratio (all age groups),"Sex ratio (male divided by female, per 100) among total population of all age groups.",Population,Sex ratio,http://spreadsheets.google.com/pub?key=tAQ31_cAELrHqNc2qa13uHw,Download indicator to excel,sex_ratio_all_age_groups,lin
Sex ratio (0-14 years),"Sex ratio (male divided by female, per 100) among population between 0 and 14 years old.",Population,Sex ratio,http://spreadsheets.google.com/pub?key=tfWSVJPJHn3u7e_7MUaCbnw,Download indicator to excel,sex_ratio_0_14_years,lin
Sex ratio (15-24 years),"Sex ratio (male divided by female, per 100) among population between 15 and 24 years old.",Population,Sex ratio,http://spreadsheets.google.com/pub?key=ta-Da73B_Z7lKOZo8o-Ykvw,Download indicator to excel,sex_ratio_15_24_years,lin
Sex ratio (15-49 years),"Sex ratio (male divided by female, per 100) among population between 15 and 49 years old.",Population,Sex ratio,http://spreadsheets.google.com/pub?key=tF_P_4G0g5bR3lYmQT9Tv4w,Download indicator to excel,sex_ratio_15_49_years,lin
Sex ratio (above 50 years),"Sex ratio (male divided by female, per 100) among population above 50 years old.",Population,Sex ratio,http://spreadsheets.google.com/pub?key=tQP1KnoWcjjtz3wmq0bnGNA,Download indicator to excel,sex_ratio_above_50_years,lin
Population in urban agglomerations > 1 million (% of total population),Population in urban agglomerations > 1 million (% of total population),Population,Urbanization,http://spreadsheets.google.com/pub?key=pyj6tScZqmEdwXv1tqzV4Xg,Download indicator to excel,population_in_urban_agglomerations_m_1_million_percent_of_total,lin
Urban population,Urban population is the midyear population of areas defined as urban in each country and reported to the United Nations.,Population,Urbanization,http://spreadsheets.google.com/pub?key=pyj6tScZqmEfH89V6UQhpZA,Download indicator to excel,urban_population,lin
