inflation_annual_percent,geo,time
6.555,sdn,1971
14.31,sdn,1972
23.15,sdn,1973
15.44,sdn,1974
5.284,sdn,1975
6.866,sdn,1976
17.4,sdn,1977
24.91,sdn,1978
23.97,sdn,1979
22.03,sdn,1980
24.98,sdn,1981
30.59,sdn,1982
26.06,sdn,1983
33.64,sdn,1984
46.17,sdn,1985
28.64,sdn,1986
25.89,sdn,1987
78.86,sdn,1988
36.74,sdn,1989
66.24,sdn,1990
88.77,sdn,1991
109.2,sdn,1992
97.49,sdn,1993
159.3,sdn,1994
104.6,sdn,1995
32.56,sdn,1996
47.58,sdn,1997
17.66,sdn,1998
15.82,sdn,1999
8.748,sdn,2000
2.406,sdn,2001
8.267,sdn,2002
9.827,sdn,2003
18.39,sdn,2004
12.19,sdn,2005
6.461,sdn,2006
7.731,sdn,2007
21.01,sdn,2008
-0.2599,sdn,2009
17.61,sdn,2010
2.8e-14,sdn,2011
12.34,sur,1976
15.0,sur,1977
6.796,sur,1978
13.12,sur,1979
7.158,sur,1980
11.7,sur,1981
4.863,sur,1982
-0.4411,sur,1983
1.701,sur,1984
2.757,sur,1985
5.539,sur,1986
27.05,sur,1987
9.255,sur,1988
5.778,sur,1989
43.86,sur,1990
12.33,sur,1991
35.65,sur,1992
159.0,sur,1993
439.0,sur,1994
273.9,sur,1995
11.1,sur,1996
1.9,sur,1997
0.1042,sur,1998
103.2,sur,1999
54.75,sur,2000
35.18,sur,2001
45.25,sur,2002
23.08,sur,2003
12.89,sur,2004
15.5,sur,2005
41.62,sur,2006
6.425,sur,2007
15.52,sur,2008
6.934,sur,2009
7.395,sur,2010
7.125,swz,1971
9.627,swz,1972
25.23,swz,1973
10.29,swz,1974
4.214,swz,1975
13.57,swz,1976
10.45,swz,1977
10.56,swz,1978
13.59,swz,1979
8.21,swz,1980
3.51,swz,1981
15.18,swz,1982
4.737,swz,1983
11.06,swz,1984
5.987,swz,1985
13.92,swz,1986
1.113,swz,1987
24.13,swz,1988
2.892,swz,1989
30.38,swz,1990
8.778,swz,1991
11.19,swz,1992
17.39,swz,1993
10.97,swz,1994
16.65,swz,1995
7.682,swz,1996
11.34,swz,1997
7.405,swz,1998
5.37,swz,1999
9.939,swz,2000
8.544,swz,2001
9.144,swz,2002
6.306,swz,2003
8.339,swz,2004
2.568,swz,2005
17.59,swz,2006
4.133,swz,2007
13.28,swz,2008
-1.003,swz,2009
6.182,swz,2010
5.324,swz,2011
2.939,swe,1961
4.019,swe,1962
2.763,swe,1963
4.396,swe,1964
5.994,swe,1965
6.55,swe,1966
5.008,swe,1967
2.392,swe,1968
3.417,swe,1969
5.49,swe,1970
7.11,swe,1971
6.973,swe,1972
7.034,swe,1973
9.458,swe,1974
14.51,swe,1975
11.92,swe,1976
10.53,swe,1977
9.549,swe,1978
7.943,swe,1979
11.72,swe,1980
9.482,swe,1981
8.11,swe,1982
10.19,swe,1983
7.558,swe,1984
6.562,swe,1985
6.532,swe,1986
4.862,swe,1987
6.345,swe,1988
7.952,swe,1989
8.716,swe,1990
8.977,swe,1991
0.9777,swe,1992
3.244,swe,1993
2.626,swe,1994
3.718,swe,1995
0.8248,swe,1996
1.516,swe,1997
0.5339,swe,1998
0.8981,swe,1999
1.425,swe,2000
2.37,swe,2001
1.533,swe,2002
1.766,swe,2003
0.3136,swe,2004
0.8856,swe,2005
1.942,swe,2006
2.76,swe,2007
3.138,swe,2008
2.056,swe,2009
1.022,swe,2010
0.9086,swe,2011
5.661,che,1981
7.348,che,1982
2.367,che,1983
3.76,che,1984
2.271,che,1985
3.035,che,1986
2.193,che,1987
2.79,che,1988
3.458,che,1989
4.604,che,1990
5.431,che,1991
2.02,che,1992
2.382,che,1993
1.266,che,1994
0.7342,che,1995
0.1932,che,1996
-0.1302,che,1997
0.2892,che,1998
0.6149,che,1999
1.132,che,2000
0.7953,che,2001
0.4698,che,2002
0.9995,che,2003
0.5707,che,2004
0.1082,che,2005
2.061,che,2006
2.494,che,2007
2.445,che,2008
0.1604,che,2009
0.06965,che,2010
0.6397,che,2011
-0.5654,syr,1961
-2.748,syr,1962
22.5,syr,1963
2.115,syr,1964
-2.952,syr,1965
7.591,syr,1966
0.9377,syr,1967
4.324,syr,1968
-3.175,syr,1969
3.004,syr,1970
7.208,syr,1971
-7.89,syr,1972
16.84,syr,1973
29.45,syr,1974
8.756,syr,1975
8.183,syr,1976
10.66,syr,1977
10.28,syr,1978
16.11,syr,1979
17.47,syr,1980
17.16,syr,1981
2.404,syr,1982
5.045,syr,1983
7.162,syr,1984
4.097,syr,1985
26.32,syr,1986
25.41,syr,1987
28.61,syr,1988
23.33,syr,1989
19.33,syr,1990
7.611,syr,1991
5.119,syr,1992
5.853,syr,1993
13.62,syr,1994
6.684,syr,1995
15.9,syr,1996
6.011,syr,1997
-0.2994,syr,1998
7.442,syr,1999
9.701,syr,2000
4.564,syr,2001
-1.305,syr,2002
0.5975,syr,2003
10.33,syr,2004
11.97,syr,2005
7.79,syr,2006
11.97,syr,2007
15.95,syr,2008
-2.802,syr,2009
6.264,syr,2010
-4.019,tjk,1986
5.759,tjk,1987
-2.56,tjk,1988
7.322,tjk,1989
6.222,tjk,1990
99.7,tjk,1991
573.8,tjk,1992
1207.0,tjk,1993
221.0,tjk,1994
346.0,tjk,1995
430.6,tjk,1996
65.23,tjk,1997
87.83,tjk,1998
26.51,tjk,1999
22.67,tjk,2000
30.21,tjk,2001
20.67,tjk,2002
27.91,tjk,2003
17.2,tjk,2004
5.763,tjk,2005
53.6,tjk,2006
12.69,tjk,2007
14.06,tjk,2008
12.1,tjk,2009
12.48,tjk,2010
13.33,tjk,2011
20.6,tza,1989
22.45,tza,1990
28.11,tza,1991
25.38,tza,1992
24.46,tza,1993
31.17,tza,1994
26.86,tza,1995
19.31,tza,1996
20.59,tza,1997
27.34,tza,1998
10.91,tza,1999
7.572,tza,2000
5.306,tza,2001
7.099,tza,2002
8.45,tza,2003
7.022,tza,2004
6.426,tza,2005
5.283,tza,2006
8.972,tza,2007
10.11,tza,2008
7.378,tza,2009
6.933,tza,2010
8.54,tza,2011
3.699,tha,1961
0.5405,tha,1962
-1.167,tha,1963
2.678,tha,1964
4.317,tha,1965
8.245,tha,1966
-1.668,tha,1967
-0.253,tha,1968
3.333,tha,1969
-4.995,tha,1970
-0.7863,tha,1971
6.337,tha,1972
18.45,tha,1973
20.33,tha,1974
3.488,tha,1975
4.497,tha,1976
6.015,tha,1977
9.697,tha,1978
8.646,tha,1979
12.7,tha,1980
8.372,tha,1981
5.058,tha,1982
3.649,tha,1983
1.448,tha,1984
2.177,tha,1985
1.653,tha,1986
4.723,tha,1987
5.918,tha,1988
6.117,tha,1989
5.773,tha,1990
5.747,tha,1991
4.49,tha,1992
3.287,tha,1993
5.208,tha,1994
5.59,tha,1995
4.01,tha,1996
4.064,tha,1997
9.238,tha,1998
-4.038,tha,1999
1.346,tha,2000
2.069,tha,2001
0.8169,tha,2002
1.328,tha,2003
3.126,tha,2004
4.487,tha,2005
5.243,tha,2006
3.453,tha,2007
3.931,tha,2008
1.947,tha,2009
3.663,tha,2010
4.248,tha,2011
2.999,tls,2000
0.1445,tls,2001
0.0318,tls,2002
4.711,tls,2003
-0.283,tls,2004
38.25,tls,2005
1.226,tls,2006
5.64,tls,2007
10.48,tls,2008
5.095,tls,2009
1.434,tls,2010
8.9,tls,2011
-6.947,tgo,1961
0.7155,tgo,1962
3.175,tgo,1963
1.46,tgo,1964
-2.324,tgo,1965
5.738,tgo,1966
1.748,tgo,1967
0.06095,tgo,1968
4.839,tgo,1969
-1.621,tgo,1970
12.39,tgo,1971
-0.3724,tgo,1972
3.134,tgo,1973
42.03,tgo,1974
-4.264,tgo,1975
14.21,tgo,1976
20.66,tgo,1977
-12.3,tgo,1978
7.547,tgo,1979
10.47,tgo,1980
12.65,tgo,1981
7.087,tgo,1982
14.26,tgo,1983
1.879,tgo,1984
3.401,tgo,1985
5.595,tgo,1986
1.659,tgo,1987
2.586,tgo,1988
0.9924,tgo,1989
2.976,tgo,1990
2.671,tgo,1991
3.245,tgo,1992
-8.197,tgo,1993
35.84,tgo,1994
11.08,tgo,1995
5.388,tgo,1996
2.036,tgo,1997
9.557,tgo,1998
1.115,tgo,1999
-4.292,tgo,2000
7.74,tgo,2001
6.217,tgo,2002
-9.824,tgo,2003
3.016,tgo,2004
7.753,tgo,2005
-0.7805,tgo,2006
2.648,tgo,2007
14.41,tgo,2008
1.912,tgo,2009
1.782,tgo,2010
3.77,tgo,2011
7.865,ton,1982
8.257,ton,1983
6.514,ton,1984
10.24,ton,1985
16.17,ton,1986
11.01,ton,1987
9.069,ton,1988
6.805,ton,1989
12.25,ton,1990
9.461,ton,1991
7.447,ton,1992
0.06579,ton,1993
27.17,ton,1994
-2.978,ton,1995
5.074,ton,1996
-0.774,ton,1997
2.243,ton,1998
6.445,ton,1999
3.079,ton,2000
2.295,ton,2001
8.865,ton,2002
9.114,ton,2003
4.748,ton,2004
8.037,ton,2005
17.59,ton,2006
4.105,ton,2007
5.438,ton,2008
0.3941,ton,2009
3.233,ton,2010
9.265,ton,2011
-4.24,tto,1961
3.048,tto,1962
3.701,tto,1963
-2.479,tto,1964
2.753,tto,1965
-5.573,tto,1966
4.61,tto,1967
8.922,tto,1968
-0.05427,tto,1969
1.874,tto,1970
6.635,tto,1971
11.11,tto,1972
21.18,tto,1973
57.51,tto,1974
24.57,tto,1975
7.996,tto,1976
13.34,tto,1977
3.165,tto,1978
24.71,tto,1979
22.74,tto,1980
5.028,tto,1981
12.13,tto,1982
7.517,tto,1983
5.511,tto,1984
1.251,tto,1985
-1.252,tto,1986
4.856,tto,1987
4.155,tto,1988
7.182,tto,1989
15.49,tto,1990
3.052,tto,1991
4.884,tto,1992
5.878,tto,1993
15.37,tto,1994
4.024,tto,1995
4.973,tto,1996
0.9817,tto,1997
-1.533,tto,1998
7.936,tto,1999
12.85,tto,2000
2.867,tto,2001
-5.26,tto,2002
9.807,tto,2003
6.344,tto,2004
17.29,tto,2005
1.737,tto,2006
12.7,tto,2007
24.63,tto,2008
-26.63,tto,2009
6.938,tto,2010
9.75,tto,2011
-3.062,tun,1962
4.148,tun,1963
1.196,tun,1964
10.77,tun,1965
1.528,tun,1966
4.131,tun,1967
1.329,tun,1968
1.381,tun,1969
6.599,tun,1970
5.483,tun,1971
2.887,tun,1972
8.561,tun,1973
24.39,tun,1974
4.995,tun,1975
2.898,tun,1976
9.653,tun,1977
6.465,tun,1978
10.39,tun,1979
12.8,tun,1980
11.41,tun,1981
16.01,tun,1982
12.7,tun,1983
6.981,tun,1984
3.597,tun,1985
3.523,tun,1986
5.171,tun,1987
7.704,tun,1988
8.829,tun,1989
4.477,tun,1990
7.037,tun,1991
5.692,tun,1992
4.691,tun,1993
4.526,tun,1994
5.351,tun,1995
4.357,tun,1996
14.13,tun,1997
3.093,tun,1998
3.398,tun,1999
3.69,tun,2000
2.869,tun,2001
1.905,tun,2002
1.937,tun,2003
3.621,tun,2004
3.661,tun,2005
3.43,tun,2006
2.579,tun,2007
6.076,tun,2008
3.085,tun,2009
4.612,tun,2010
3.833,tun,2011
4.747,tur,1961
5.374,tur,1962
6.417,tur,1963
2.345,tur,1964
3.981,tur,1965
6.277,tur,1966
5.933,tur,1967
4.625,tur,1968
6.876,tur,1969
8.645,tur,1970
16.9,tur,1971
10.98,tur,1972
21.93,tur,1973
28.99,tur,1974
21.31,tur,1975
15.61,tur,1976
24.09,tur,1977
47.54,tur,1978
76.72,tur,1979
93.0,tur,1980
44.06,tur,1981
28.23,tur,1982
26.26,tur,1983
48.24,tur,1984
53.05,tur,1985
36.01,tur,1986
33.61,tur,1987
69.02,tur,1988
75.4,tur,1989
58.24,tur,1990
59.16,tur,1991
65.2,tur,1992
68.38,tur,1993
104.7,tur,1994
86.01,tur,1995
77.22,tur,1996
81.45,tur,1997
138.0,tur,1998
54.18,tur,1999
49.23,tur,2000
52.85,tur,2001
37.42,tur,2002
23.27,tur,2003
12.4,tur,2004
7.084,tur,2005
9.331,tur,2006
6.221,tur,2007
11.99,tur,2008
5.294,tur,2009
5.676,tur,2010
8.625,tur,2011
-4.965,tkm,1988
10.68,tkm,1989
6.255,tkm,1990
103.0,tkm,1991
2773.0,tkm,1992
1292.0,tkm,1993
952.3,tkm,1994
705.7,tkm,1995
1174.0,tkm,1996
61.56,tkm,1997
18.07,tkm,1998
23.06,tkm,1999
9.796,tkm,2000
14.64,tkm,2001
8.355,tkm,2002
12.14,tkm,2003
6.029,tkm,2004
7.065,tkm,2005
11.82,tkm,2006
8.536,tkm,2007
59.74,tkm,2008
1.269,tkm,2009
-1.795,tkm,2010
9.673,tkm,2011
2.646,tuv,1991
7.345,tuv,1992
2.546,tuv,1993
-4.664,tuv,1994
5.148,tuv,1995
12.69,tuv,1996
-1.305,tuv,1997
2.74,tuv,1998
6.121,tuv,1999
14.45,tuv,2000
-2.94,tuv,2001
-1.379,tuv,2002
7.938,tuv,2003
5.398,tuv,2004
1.402,tuv,2005
0.6485,tuv,2006
1.919,tuv,2007
-0.1111,tuv,2008
-1.644,tuv,2009
7.431,tuv,2010
0.4961,tuv,2011
45.94,uga,1983
25.28,uga,1984
120.3,uga,1985
137.3,uga,1986
181.0,uga,1987
190.0,uga,1988
115.4,uga,1989
44.38,uga,1990
26.02,uga,1991
45.07,uga,1992
30.14,uga,1993
6.848,uga,1994
9.376,uga,1995
4.572,uga,1996
3.095,uga,1997
8.786,uga,1998
-0.1131,uga,1999
11.12,uga,2000
4.534,uga,2001
-3.17,uga,2002
7.807,uga,2003
15.59,uga,2004
-1.741,uga,2005
2.406,uga,2006
7.321,uga,2007
6.367,uga,2008
14.57,uga,2009
9.512,uga,2010
4.854,uga,2011
1.718,ukr,1988
3.844,ukr,1989
16.34,ukr,1990
95.62,ukr,1991
1761.0,ukr,1992
3335.0,ukr,1993
953.5,ukr,1994
415.8,ukr,1995
66.15,ukr,1996
18.07,ukr,1997
12.01,ukr,1998
27.4,ukr,1999
23.12,ukr,2000
9.947,ukr,2001
5.122,ukr,2002
8.221,ukr,2003
15.16,ukr,2004
24.55,ukr,2005
14.88,ukr,2006
22.75,ukr,2007
28.58,ukr,2008
13.07,ukr,2009
13.86,ukr,2010
15.61,ukr,2011
11.77,are,1976
5.256,are,1977
-3.661,are,1978
7.051,are,1979
9.516,are,1980
7.054,are,1981
1.313,are,1982
-3.618,are,1983
-6.097,are,1984
0.7405,are,1985
-1.698,are,1986
3.686,are,1987
2.381,are,1988
1.751,are,1989
3.336,are,1990
0.8108,are,1991
1.807,are,1992
1.278,are,1993
-0.2625,are,1994
3.907,are,1995
5.773,are,1996
-0.9523,are,1997
-4.254,are,1998
8.443,are,1999
11.46,are,2000
-2.349,are,2001
3.771,are,2002
4.072,are,2003
8.501,are,2004
16.53,are,2005
11.89,are,2006
12.61,are,2007
18.07,are,2008
-12.73,are,2009
8.549,are,2010
15.38,are,2011
3.376,gbr,1961
3.718,gbr,1962
1.973,gbr,1963
4.055,gbr,1964
4.796,gbr,1965
4.319,gbr,1966
2.888,gbr,1967
4.207,gbr,1968
5.452,gbr,1969
8.11,gbr,1970
9.336,gbr,1971
8.103,gbr,1972
7.394,gbr,1973
14.77,gbr,1974
27.13,gbr,1975
15.24,gbr,1976
13.63,gbr,1977
11.66,gbr,1978
14.58,gbr,1979
19.38,gbr,1980
11.26,gbr,1981
7.292,gbr,1982
5.426,gbr,1983
4.576,gbr,1984
5.818,gbr,1985
3.42,gbr,1986
5.348,gbr,1987
6.28,gbr,1988
7.324,gbr,1989
7.729,gbr,1990
6.459,gbr,1991
3.759,gbr,1992
2.877,gbr,1993
1.582,gbr,1994
2.678,gbr,1995
3.619,gbr,1996
-0.02858,gbr,1997
2.004,gbr,1998
1.929,gbr,1999
0.6189,gbr,2000
1.448,gbr,2001
2.536,gbr,2002
2.351,gbr,2003
2.494,gbr,2004
2.187,gbr,2005
3.233,gbr,2006
2.266,gbr,2007
3.134,gbr,2008
1.655,gbr,2009
2.861,gbr,2010
2.326,gbr,2011
1.23,usa,1961
1.366,usa,1962
1.059,usa,1963
1.509,usa,1964
1.878,usa,1965
2.953,usa,1966
3.096,usa,1967
4.256,usa,1968
4.733,usa,1969
5.072,usa,1970
4.986,usa,1971
4.294,usa,1972
5.541,usa,1973
9.082,usa,1974
9.468,usa,1975
5.711,usa,1976
6.37,usa,1977
7.01,usa,1978
8.343,usa,1979
9.12,usa,1980
9.372,usa,1981
6.093,usa,1982
3.956,usa,1983
3.756,usa,1984
3.054,usa,1985
2.236,usa,1986
2.93,usa,1987
3.482,usa,1988
3.764,usa,1989
3.793,usa,1990
3.398,usa,1991
2.106,usa,1992
2.192,usa,1993
2.036,usa,1994
2.326,usa,1995
1.771,usa,1996
1.928,usa,1997
1.405,usa,1998
1.466,usa,1999
2.164,usa,2000
2.267,usa,2001
1.624,usa,2002
2.106,usa,2003
2.811,usa,2004
3.319,usa,2005
3.226,usa,2006
2.899,usa,2007
2.211,usa,2008
1.063,usa,2009
1.152,usa,2010
2.731,usa,2011
18.44,ury,1961
11.78,ury,1962
19.9,ury,1963
40.33,ury,1964
62.15,ury,1965
72.42,ury,1966
78.62,ury,1967
116.2,ury,1968
27.07,ury,1969
4.199,ury,1970
31.68,ury,1971
69.17,ury,1972
191.6,ury,1973
28.49,ury,1974
65.98,ury,1975
47.29,ury,1976
55.61,ury,1977
46.8,ury,1978
79.21,ury,1979
54.76,ury,1980
27.34,ury,1981
18.16,ury,1982
53.73,ury,1983
56.35,ury,1984
74.02,ury,1985
70.96,ury,1986
72.78,ury,1987
74.64,ury,1988
76.08,ury,1989
106.8,ury,1990
100.8,ury,1991
59.62,ury,1992
47.85,ury,1993
38.96,ury,1994
41.05,ury,1995
26.43,ury,1996
27.49,ury,1997
12.38,ury,1998
4.326,ury,1999
3.539,ury,2000
4.827,ury,2001
12.62,ury,2002
16.54,ury,2003
10.11,ury,2004
0.6779,ury,2005
6.533,ury,2006
9.417,ury,2007
8.024,ury,2008
5.637,ury,2009
5.484,ury,2010
7.961,ury,2011
-1.307,uzb,1988
1.381,uzb,1989
3.98,uzb,1990
90.73,uzb,1991
712.1,uzb,1992
1079.0,uzb,1993
1239.0,uzb,1994
370.9,uzb,1995
81.56,uzb,1996
66.09,uzb,1997
39.0,uzb,1998
44.12,uzb,1999
47.34,uzb,2000
45.19,uzb,2001
45.45,uzb,2002
26.8,uzb,2003
15.65,uzb,2004
21.37,uzb,2005
21.5,uzb,2006
24.01,uzb,2007
19.89,uzb,2008
20.78,uzb,2009
19.55,uzb,2010
15.07,uzb,2011
6.616,vut,1980
7.45,vut,1981
-1.648,vut,1982
1.81,vut,1983
12.17,vut,1984
-3.441,vut,1985
-2.975,vut,1986
16.46,vut,1987
9.812,vut,1988
6.452,vut,1989
-0.9969,vut,1990
10.3,vut,1991
2.779,vut,1992
2.049,vut,1993
2.346,vut,1994
1.714,vut,1995
2.077,vut,1996
3.178,vut,1997
8.157,vut,1998
3.075,vut,1999
2.185,vut,2000
3.723,vut,2001
1.67,vut,2002
1.316,vut,2003
1.646,vut,2004
0.3929,vut,2005
4.983,vut,2006
4.814,vut,2007
4.764,vut,2008
1.313,vut,2009
2.791,vut,2010
2.397,vut,2011
0.4687,ven,1961
1.942,ven,1962
3.946,ven,1963
0.9935,ven,1964
2.337,ven,1965
3.576,ven,1966
0.8676,ven,1967
2.044,ven,1968
3.252,ven,1969
1.134,ven,1970
9.675,ven,1971
7.493,ven,1972
11.54,ven,1973
45.88,ven,1974
4.957,ven,1975
7.308,ven,1976
9.899,ven,1977
7.332,ven,1978
18.96,ven,1979
25.99,ven,1980
12.87,ven,1981
3.731,ven,1982
6.6,ven,1983
14.61,ven,1984
10.45,ven,1985
2.9,ven,1986
33.29,ven,1987
21.77,ven,1988
88.68,ven,1989
41.74,ven,1990
21.45,ven,1991
28.24,ven,1992
31.65,ven,1993
62.89,ven,1994
51.76,ven,1995
115.5,ven,1996
38.42,ven,1997
18.89,ven,1998
26.19,ven,1999
29.45,ven,2000
7.997,ven,2001
33.02,ven,2002
34.93,ven,2003
33.95,ven,2004
29.6,ven,2005
17.9,ven,2006
15.45,ven,2007
30.13,ven,2008
7.832,ven,2009
45.94,ven,2010
28.15,ven,2011
7.399,pse,1995
7.523,pse,1996
5.647,pse,1997
4.762,pse,1998
5.853,pse,1999
2.893,pse,2000
-1.929,pse,2001
6.493,pse,2002
0.4674,pse,2003
6.358,pse,2004
4.893,pse,2005
398.1,vnm,1986
362.6,vnm,1987
411.0,vnm,1988
69.69,vnm,1989
42.1,vnm,1990
72.55,vnm,1991
32.63,vnm,1992
17.41,vnm,1993
16.95,vnm,1994
17.04,vnm,1995
8.697,vnm,1996
6.597,vnm,1997
8.838,vnm,1998
5.735,vnm,1999
3.409,vnm,2000
1.948,vnm,2001
3.939,vnm,2002
6.686,vnm,2003
8.179,vnm,2004
8.189,vnm,2005
7.266,vnm,2006
8.239,vnm,2007
22.14,vnm,2008
6.029,vnm,2009
11.86,vnm,2010
20.86,vnm,2011
4.705,vir,1971
4.209,vir,1972
5.743,vir,1973
8.948,vir,1974
1.739,vir,1975
12.67,vir,1976
6.086,vir,1977
7.359,vir,1978
8.649,vir,1979
9.21,vir,1980
9.674,vir,1981
6.388,vir,1982
3.898,vir,1983
3.756,vir,1984
2.963,vir,1985
2.519,vir,1986
3.171,vir,1987
3.321,vir,1988
4.13,vir,1989
11.99,yem,1991
13.17,yem,1992
16.38,yem,1993
20.78,yem,1994
45.74,yem,1995
36.77,yem,1996
13.29,yem,1997
-8.343,yem,1998
33.46,yem,1999
23.35,yem,2000
2.748,yem,2001
8.712,yem,2002
10.89,yem,2003
14.11,yem,2004
18.53,yem,2005
13.59,yem,2006
10.89,yem,2007
20.38,yem,2008
-8.708,yem,2009
24.16,yem,2010
18.27,yem,2011
-3.656,zmb,1961
2.092,zmb,1962
0.4036,zmb,1963
4.083,zmb,1964
10.59,zmb,1965
23.64,zmb,1966
0.2629,zmb,1967
15.94,zmb,1968
22.95,zmb,1969
-11.39,zmb,1970
-7.497,zmb,1971
3.711,zmb,1972
19.89,zmb,1973
10.82,zmb,1974
-14.17,zmb,1975
15.2,zmb,1976
8.254,zmb,1977
12.68,zmb,1978
21.89,zmb,1979
11.76,zmb,1980
7.159,zmb,1981
6.139,zmb,1982
18.63,zmb,1983
18.33,zmb,1984
41.14,zmb,1985
81.99,zmb,1986
62.01,zmb,1987
34.49,zmb,1988
80.88,zmb,1989
106.4,zmb,1990
92.65,zmb,1991
165.5,zmb,1992
143.7,zmb,1993
65.41,zmb,1994
38.04,zmb,1995
22.91,zmb,1996
25.97,zmb,1997
19.49,zmb,1998
21.35,zmb,1999
30.04,zmb,2000
24.3,zmb,2001
20.49,zmb,2002
20.51,zmb,2003
19.14,zmb,2004
17.02,zmb,2005
13.29,zmb,2006
12.81,zmb,2007
12.33,zmb,2008
10.74,zmb,2009
11.72,zmb,2010
13.48,zmb,2011
-2.041,zwe,1961
0.4696,zwe,1962
-2.348,zwe,1963
6.144,zwe,1964
2.704,zwe,1965
-3.73,zwe,1966
0.5766,zwe,1967
3.866,zwe,1968
5.08,zwe,1969
-12.05,zwe,1970
6.163,zwe,1971
13.45,zwe,1972
20.45,zwe,1973
12.85,zwe,1974
11.93,zwe,1975
-1.668,zwe,1976
8.51,zwe,1977
2.481,zwe,1978
15.18,zwe,1979
12.74,zwe,1980
6.599,zwe,1981
3.859,zwe,1982
-10.5,zwe,1983
-16.59,zwe,1984
-17.02,zwe,1985
8.026,zwe,1986
7.189,zwe,1987
7.785,zwe,1988
0.7929,zwe,1989
-0.9204,zwe,1990
-6.777,zwe,1991
-14.13,zwe,1992
-3.791,zwe,1993
-3.896,zwe,1994
3.039,zwe,1995
8.984,zwe,1996
-2.879,zwe,1997
-27.05,zwe,1998
8.007,zwe,1999
0.6279,zwe,2000
-0.1309,zwe,2001
2.713,zwe,2002
8.801,zwe,2003
7.612,zwe,2004
5.137,zwe,2005
-2.018,zwe,2006
0.8949,zwe,2007
1.349,zwe,2008
24.71,zwe,2009
17.51,zwe,2010
21.16,zwe,2011
